country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,181246,0.0,4785,1932,4,2576,2021-07-27T00:00:00
PL,dolnośląskie,7200,0.04,588,2912,15,7670,2021-07-27T00:00:00
PL,mazowieckie,397153,0.02,9452,5494,16,23944,2021-07-27T00:00:00
PL,śląskie,10017,0.02,1270,4649,20,6604,2021-07-27T00:00:00
PL,małopolskie,5785,0.06,602,3242,22,5423,2021-07-27T00:00:00
PL,wielkopolskie,285990,0.01,7378,2739,7,6955,2021-07-27T00:00:00
PL,lubelskie,127116,0.02,4527,1968,7,4045,2021-07-27T00:00:00
PL,lubuskie,74084,0.04,2050,1012,4,1905,2021-07-27T00:00:00
PL,podkarpackie,126753,0.02,4460,2218,4,3043,2021-07-27T00:00:00
PL,podlaskie,70039,0.03,2150,1030,6,2360,2021-07-27T00:00:00
PL,pomorskie,192618,0.02,4488,2582,6,4380,2021-07-27T00:00:00
PL,świętokrzyskie,2014,0.03,359,1434,5,1772,2021-07-27T00:00:00
PL,zachodniopomorskie,130116,0.02,2933,1818,4,3042,2021-07-27T00:00:00
PL,opolskie,70019,0.05,2056,968,5,1929,2021-07-27T00:00:00
PL,łódzkie,6135,0.02,511,3194,8,7122,2021-07-27T00:00:00
PL,warmińsko-mazurskie,2071,0.04,212,1534,7,1691,2021-07-27T00:00:00
