country,nuts_2,cases,deaths,datetime
PL,śląskie,10473,255,2020-06-12T00:00:00
PL,lubuskie,130,0,2020-06-12T00:00:00
PL,małopolskie,1474,40,2020-06-12T00:00:00
PL,warmińsko-mazurskie,185,1,2020-06-12T00:00:00
PL,łódzkie,2330,101,2020-06-12T00:00:00
PL,wielkopolskie,2345,163,2020-06-12T00:00:00
PL,dolnośląskie,2750,124,2020-06-12T00:00:00
PL,podkarpackie,422,38,2020-06-12T00:00:00
PL,mazowieckie,4240,297,2020-06-12T00:00:00
PL,lubelskie,524,16,2020-06-12T00:00:00
PL,zachodniopomorskie,569,19,2020-06-12T00:00:00
PL,podlaskie,576,9,2020-06-12T00:00:00
PL,pomorskie,581,37,2020-06-12T00:00:00
PL,świętokrzyskie,596,26,2020-06-12T00:00:00
PL,kujawsko-pomorskie,610,47,2020-06-12T00:00:00
PL,opolskie,772,49,2020-06-12T00:00:00
