country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,181198,0.0,4784,1909,0,2610,2021-07-14T00:00:00
PL,lubuskie,74064,0.0,2049,1056,1,2350,2021-07-14T00:00:00
PL,opolskie,69998,0.01,2054,908,3,2093,2021-07-14T00:00:00
PL,łódzkie,6066,0.04,507,3193,20,6931,2021-07-14T00:00:00
PL,wielkopolskie,285875,0.04,7369,2833,20,8220,2021-07-14T00:00:00
PL,podkarpackie,126699,0.01,4451,2204,2,2985,2021-07-14T00:00:00
PL,podlaskie,69983,0.03,2149,960,6,1926,2021-07-14T00:00:00
PL,świętokrzyskie,1976,0.02,355,1302,8,1696,2021-07-14T00:00:00
PL,warmińsko-mazurskie,2038,0.03,210,1286,4,1755,2021-07-14T00:00:00
PL,zachodniopomorskie,130068,0.02,2930,1825,6,3168,2021-07-14T00:00:00
PL,dolnośląskie,7105,0.02,584,2639,8,7983,2021-07-14T00:00:00
PL,lubelskie,127028,0.03,4520,1872,8,7466,2021-07-14T00:00:00
PL,małopolskie,5632,0.02,600,3016,9,6237,2021-07-14T00:00:00
PL,mazowieckie,396956,0.01,9443,5876,14,24385,2021-07-14T00:00:00
PL,śląskie,9900,0.02,1263,4666,9,7999,2021-07-14T00:00:00
PL,pomorskie,192545,0.03,4483,2537,10,5062,2021-07-14T00:00:00
