country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,pomorskie,119800,4.47,2767,4324,1104,19056,2021-02-27T00:00:00
PL,opolskie,43666,1.22,1347,1169,134,2814,2021-02-27T00:00:00
PL,śląskie,39275,2.82,1462,5433,1349,15663,2021-02-27T00:00:00
PL,mazowieckie,216745,4.19,5532,9261,2432,39611,2021-02-27T00:00:00
PL,świętokrzyskie,8103,2.19,422,1678,291,3109,2021-02-27T00:00:00
PL,podlaskie,47256,2.78,1347,1493,351,5754,2021-02-27T00:00:00
PL,lubuskie,43400,3.79,1148,1671,424,6185,2021-02-27T00:00:00
PL,lubelskie,83298,1.94,2938,2690,445,8158,2021-02-27T00:00:00
PL,zachodniopomorskie,87119,2.69,1859,2332,508,8028,2021-02-27T00:00:00
PL,małopolskie,20844,1.84,834,3657,674,10925,2021-02-27T00:00:00
PL,podkarpackie,75422,3.22,2463,2726,727,10405,2021-02-27T00:00:00
PL,kujawsko-pomorskie,118958,3.42,2797,3896,834,11704,2021-02-27T00:00:00
PL,łódzkie,26548,2.9,1313,3643,751,9389,2021-02-27T00:00:00
PL,dolnośląskie,26324,2.76,910,3919,861,10931,2021-02-27T00:00:00
PL,wielkopolskie,168255,2.67,4440,4458,984,16236,2021-02-27T00:00:00
PL,warmińsko-mazurskie,32990,6.64,897,2550,968,13601,2021-02-27T00:00:00
