country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,181076,0.05,4760,2063,14,1500,2021-06-17T00:00:00
PL,pomorskie,192415,0.04,4445,3410,16,2892,2021-06-17T00:00:00
PL,lubelskie,126816,0.06,4481,2286,16,4860,2021-06-17T00:00:00
PL,łódzkie,5852,0.05,480,3756,20,4755,2021-06-17T00:00:00
PL,małopolskie,5436,0.04,553,3815,22,3191,2021-06-17T00:00:00
PL,zachodniopomorskie,129932,0.09,2909,2325,19,1880,2021-06-17T00:00:00
PL,wielkopolskie,285557,0.05,7333,3864,26,4050,2021-06-17T00:00:00
PL,dolnośląskie,6877,0.08,546,3335,31,4148,2021-06-17T00:00:00
PL,śląskie,9630,0.05,1212,5997,37,3812,2021-06-17T00:00:00
PL,mazowieckie,396599,0.06,9400,8120,39,22532,2021-06-17T00:00:00
PL,warmińsko-mazurskie,1933,0.03,197,1398,7,955,2021-06-17T00:00:00
PL,lubuskie,74032,0.05,2039,1328,5,1248,2021-06-17T00:00:00
PL,opolskie,69926,0.05,2044,1115,12,1189,2021-06-17T00:00:00
PL,podlaskie,69884,0.04,2144,1070,7,789,2021-06-17T00:00:00
PL,podkarpackie,126595,0.03,4435,2231,15,1426,2021-06-17T00:00:00
PL,świętokrzyskie,1881,0.07,332,1394,10,1788,2021-06-17T00:00:00
