country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,74264,0.11,2057,895,12,1742,2021-09-09T00:00:00
PL,opolskie,70258,0.12,2058,825,17,1485,2021-09-09T00:00:00
PL,warmińsko-mazurskie,2374,0.1,221,1286,17,1200,2021-09-09T00:00:00
PL,kujawsko-pomorskie,181630,0.12,4796,1620,27,1990,2021-09-09T00:00:00
PL,śląskie,10882,0.05,1286,4257,32,4887,2021-09-09T00:00:00
PL,wielkopolskie,286566,0.07,7388,2288,29,5106,2021-09-09T00:00:00
PL,zachodniopomorskie,130655,0.17,2942,1801,36,2476,2021-09-09T00:00:00
PL,pomorskie,193255,0.13,4498,2228,32,3545,2021-09-09T00:00:00
PL,łódzkie,6702,0.15,523,2675,38,4627,2021-09-09T00:00:00
PL,dolnośląskie,7800,0.13,596,2808,46,5345,2021-09-09T00:00:00
PL,świętokrzyskie,2232,0.03,368,1133,6,873,2021-09-09T00:00:00
PL,podlaskie,70530,0.34,2156,1048,46,1658,2021-09-09T00:00:00
PL,małopolskie,6938,0.13,610,2637,49,3780,2021-09-09T00:00:00
PL,podkarpackie,127436,0.21,4469,2182,51,1823,2021-09-09T00:00:00
PL,mazowieckie,398510,0.1,9470,4867,62,18570,2021-09-09T00:00:00
PL,lubelskie,127834,0.36,4541,2038,84,3299,2021-09-09T00:00:00
