country,nuts_2,cases,deaths,datetime
PL,lubuskie,122,0,2020-06-04T00:00:00
PL,małopolskie,1278,40,2020-06-04T00:00:00
PL,łódzkie,1779,74,2020-06-04T00:00:00
PL,warmińsko-mazurskie,179,1,2020-06-04T00:00:00
PL,wielkopolskie,2216,154,2020-06-04T00:00:00
PL,dolnośląskie,2660,112,2020-06-04T00:00:00
PL,mazowieckie,3738,279,2020-06-04T00:00:00
PL,podkarpackie,388,36,2020-06-04T00:00:00
PL,podlaskie,485,9,2020-06-04T00:00:00
PL,lubelskie,504,15,2020-06-04T00:00:00
PL,świętokrzyskie,511,22,2020-06-04T00:00:00
PL,zachodniopomorskie,550,19,2020-06-04T00:00:00
PL,pomorskie,560,35,2020-06-04T00:00:00
PL,kujawsko-pomorskie,599,47,2020-06-04T00:00:00
PL,opolskie,693,49,2020-06-04T00:00:00
PL,śląskie,8786,225,2020-06-04T00:00:00
