country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,70678,0.1,2074,417,14,1782,2021-10-11T00:00:00
PL,lubuskie,74716,0.12,2060,422,12,2183,2021-10-11T00:00:00
PL,świętokrzyskie,2646,0.11,382,666,16,1155,2021-10-11T00:00:00
PL,lubelskie,133561,0.75,4624,1190,179,12096,2021-10-11T00:00:00
PL,warmińsko-mazurskie,3409,0.14,231,548,29,2864,2021-10-11T00:00:00
PL,mazowieckie,403879,0.4,9522,3365,234,24353,2021-10-11T00:00:00
PL,kujawsko-pomorskie,182647,0.13,4831,849,32,2853,2021-10-11T00:00:00
PL,podkarpackie,129235,0.15,4506,1373,38,3177,2021-10-11T00:00:00
PL,dolnośląskie,9407,0.12,611,1115,36,5649,2021-10-11T00:00:00
PL,łódzkie,8463,0.16,556,1377,49,6445,2021-10-11T00:00:00
PL,wielkopolskie,288035,0.12,7412,1464,54,6260,2021-10-11T00:00:00
PL,śląskie,12584,0.1,1318,2291,47,4989,2021-10-11T00:00:00
PL,pomorskie,194725,0.2,4518,1357,50,5907,2021-10-11T00:00:00
PL,małopolskie,9056,0.16,653,1831,59,4537,2021-10-11T00:00:00
PL,zachodniopomorskie,132642,0.38,2959,1112,81,5212,2021-10-11T00:00:00
PL,podlaskie,72915,0.65,2180,545,86,7268,2021-10-11T00:00:00
