country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,podlaskie,69867,0.01,2141,679,2,740,2021-06-14T00:00:00
PL,śląskie,9560,0.03,1186,3833,20,3652,2021-06-14T00:00:00
PL,wielkopolskie,285489,0.04,7312,2166,16,4338,2021-06-14T00:00:00
PL,łódzkie,5789,0.07,471,2018,21,4387,2021-06-14T00:00:00
PL,lubuskie,74022,0.02,2035,748,5,1331,2021-06-14T00:00:00
PL,podkarpackie,126576,0.01,4431,1703,6,1289,2021-06-14T00:00:00
PL,mazowieckie,396514,0.05,9377,6186,36,20401,2021-06-14T00:00:00
PL,warmińsko-mazurskie,1918,0.03,194,741,4,875,2021-06-14T00:00:00
PL,opolskie,69909,0.05,2037,623,5,1198,2021-06-14T00:00:00
PL,świętokrzyskie,1859,0.04,322,958,8,1295,2021-06-14T00:00:00
PL,kujawsko-pomorskie,181037,0.03,4755,1086,6,1396,2021-06-14T00:00:00
PL,zachodniopomorskie,129883,0.04,2907,1363,9,1816,2021-06-14T00:00:00
PL,pomorskie,192388,0.03,4437,2203,13,3009,2021-06-14T00:00:00
PL,dolnośląskie,6822,0.03,527,1725,10,3976,2021-06-14T00:00:00
PL,lubelskie,126763,0.04,4475,1388,10,2733,2021-06-14T00:00:00
PL,małopolskie,5390,0.03,543,3054,11,3019,2021-06-14T00:00:00
