country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,1969,0.0,352,1336,2,1771,2021-07-10T00:00:00
PL,mazowieckie,396925,0.02,9442,6008,20,26780,2021-07-10T00:00:00
PL,wielkopolskie,285836,0.04,7367,3094,24,8476,2021-07-10T00:00:00
PL,pomorskie,192527,0.01,4483,2413,6,5727,2021-07-10T00:00:00
PL,lubuskie,74062,0.03,2049,987,3,2428,2021-07-10T00:00:00
PL,opolskie,69993,0.03,2054,952,5,2326,2021-07-10T00:00:00
PL,podlaskie,69969,0.03,2147,1015,5,1947,2021-07-10T00:00:00
PL,zachodniopomorskie,130053,0.02,2928,1771,4,3347,2021-07-10T00:00:00
PL,kujawsko-pomorskie,181190,0.02,4783,1772,4,2861,2021-07-10T00:00:00
PL,podkarpackie,126690,0.02,4450,2383,9,3157,2021-07-10T00:00:00
PL,warmińsko-mazurskie,2027,0.03,210,1529,5,1760,2021-07-10T00:00:00
PL,dolnośląskie,7076,0.02,581,3202,53,8610,2021-07-10T00:00:00
PL,lubelskie,127008,0.02,4518,1950,5,6837,2021-07-10T00:00:00
PL,łódzkie,6041,0.02,506,3148,6,7645,2021-07-10T00:00:00
PL,małopolskie,5611,0.02,598,3910,12,6563,2021-07-10T00:00:00
PL,śląskie,9877,0.02,1263,5387,11,8437,2021-07-10T00:00:00
