country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,wielkopolskie,282963,0.29,7058,2197,107,10765,2021-05-17T00:00:00
PL,dolnośląskie,4780,0.39,291,2187,137,8487,2021-05-17T00:00:00
PL,śląskie,6867,0.28,627,3167,153,10256,2021-05-17T00:00:00
PL,mazowieckie,393693,0.27,9076,6103,178,21031,2021-05-17T00:00:00
PL,lubuskie,73602,0.19,1962,802,24,2411,2021-05-17T00:00:00
PL,warmińsko-mazurskie,1302,0.14,75,749,23,2300,2021-05-17T00:00:00
PL,podlaskie,69235,0.23,2078,610,30,1803,2021-05-17T00:00:00
PL,lubelskie,125378,0.18,4330,1058,45,5303,2021-05-17T00:00:00
PL,świętokrzyskie,1260,0.3,156,905,44,2128,2021-05-17T00:00:00
PL,podkarpackie,126027,0.18,4315,1598,40,2504,2021-05-17T00:00:00
PL,opolskie,69123,0.46,1978,1122,47,3187,2021-05-17T00:00:00
PL,kujawsko-pomorskie,180039,0.29,4637,1261,64,4004,2021-05-17T00:00:00
PL,łódzkie,3969,0.27,263,1785,82,8145,2021-05-17T00:00:00
PL,zachodniopomorskie,128638,0.39,2780,1430,77,4660,2021-05-17T00:00:00
PL,małopolskie,3674,0.27,307,3359,97,7076,2021-05-17T00:00:00
PL,pomorskie,191212,0.42,4319,2467,111,5986,2021-05-17T00:00:00
