country,nuts_2,cases,deaths,datetime
PL,małopolskie,10299,184,2020-09-25T00:00:00
PL,mazowieckie,11939,439,2020-09-25T00:00:00
PL,warmińsko-mazurskie,1387,13,2020-09-25T00:00:00
PL,zachodniopomorskie,1547,30,2020-09-25T00:00:00
PL,podlaskie,1740,41,2020-09-25T00:00:00
PL,świętokrzyskie,1931,55,2020-09-25T00:00:00
PL,kujawsko-pomorskie,2097,66,2020-09-25T00:00:00
PL,śląskie,22050,537,2020-09-25T00:00:00
PL,opolskie,2206,76,2020-09-25T00:00:00
PL,lubelskie,2353,38,2020-09-25T00:00:00
PL,podkarpackie,3461,122,2020-09-25T00:00:00
PL,pomorskie,4137,61,2020-09-25T00:00:00
PL,dolnośląskie,4890,173,2020-09-25T00:00:00
PL,łódzkie,6325,272,2020-09-25T00:00:00
PL,wielkopolskie,7122,267,2020-09-25T00:00:00
PL,lubuskie,912,18,2020-09-25T00:00:00
