country,nuts_2,cases,deaths,datetime
PL,podlaskie,10228,143,2020-11-03T00:00:00
PL,warmińsko-mazurskie,10439,121,2020-11-03T00:00:00
PL,opolskie,11521,227,2020-11-03T00:00:00
PL,świętokrzyskie,12358,227,2020-11-03T00:00:00
PL,zachodniopomorskie,12513,105,2020-11-03T00:00:00
PL,lubelskie,21504,278,2020-11-03T00:00:00
PL,dolnośląskie,22175,381,2020-11-03T00:00:00
PL,pomorskie,23727,331,2020-11-03T00:00:00
PL,podkarpackie,24801,473,2020-11-03T00:00:00
PL,kujawsko-pomorskie,25378,188,2020-11-03T00:00:00
PL,łódzkie,31445,437,2020-11-03T00:00:00
PL,wielkopolskie,39793,653,2020-11-03T00:00:00
PL,małopolskie,48570,688,2020-11-03T00:00:00
PL,śląskie,53016,974,2020-11-03T00:00:00
PL,mazowieckie,59485,803,2020-11-03T00:00:00
PL,lubuskie,7891,73,2020-11-03T00:00:00
