country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,1992,0.0,357,712,0,1616,2021-07-19T00:00:00
PL,zachodniopomorskie,130080,0.0,2931,769,2,3203,2021-07-19T00:00:00
PL,kujawsko-pomorskie,181217,0.0,4785,893,2,2450,2021-07-19T00:00:00
PL,opolskie,70007,0.01,2055,543,2,2178,2021-07-19T00:00:00
PL,warmińsko-mazurskie,2045,0.01,212,535,1,1694,2021-07-19T00:00:00
PL,mazowieckie,397033,0.02,9451,3621,13,24169,2021-07-19T00:00:00
PL,wielkopolskie,285925,0.03,7373,1413,11,7460,2021-07-19T00:00:00
PL,lubelskie,127053,0.01,4523,908,6,5954,2021-07-19T00:00:00
PL,lubuskie,74070,0.02,2049,519,2,2198,2021-07-19T00:00:00
PL,podkarpackie,126723,0.01,4458,1471,4,2856,2021-07-19T00:00:00
PL,dolnośląskie,7135,0.01,585,1330,4,7689,2021-07-19T00:00:00
PL,łódzkie,6092,0.02,508,1375,7,6706,2021-07-19T00:00:00
PL,podlaskie,70005,0.03,2149,468,6,1932,2021-07-19T00:00:00
PL,śląskie,9937,0.01,1265,2818,9,6755,2021-07-19T00:00:00
PL,pomorskie,192569,0.03,4486,1398,6,4661,2021-07-19T00:00:00
PL,małopolskie,5670,0.03,600,2154,12,5373,2021-07-19T00:00:00
