country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,74052,0.0,2045,448,0,2493,2021-07-05T00:00:00
PL,opolskie,69981,0.0,2053,394,0,2439,2021-07-05T00:00:00
PL,podlaskie,69943,0.0,2147,445,0,1928,2021-07-05T00:00:00
PL,lubelskie,126982,0.0,4515,853,1,4475,2021-07-05T00:00:00
PL,łódzkie,6005,0.0,498,1475,1,8177,2021-07-05T00:00:00
PL,podkarpackie,126680,0.0,4449,1322,1,3354,2021-07-05T00:00:00
PL,wielkopolskie,285784,0.0,7363,1491,3,8692,2021-07-05T00:00:00
PL,zachodniopomorskie,130028,0.01,2927,1003,1,3548,2021-07-05T00:00:00
PL,kujawsko-pomorskie,181161,0.01,4779,754,3,3098,2021-07-05T00:00:00
PL,małopolskie,5584,0.01,587,2429,3,7060,2021-07-05T00:00:00
PL,warmińsko-mazurskie,1996,0.02,209,580,6,1889,2021-07-05T00:00:00
PL,dolnośląskie,7047,0.01,563,1275,5,9265,2021-07-05T00:00:00
PL,świętokrzyskie,1961,0.03,351,728,4,1890,2021-07-05T00:00:00
PL,śląskie,9844,0.01,1260,2610,7,9116,2021-07-05T00:00:00
PL,mazowieckie,396861,0.01,9436,3646,7,28067,2021-07-05T00:00:00
PL,pomorskie,192506,0.03,4479,1460,6,6296,2021-07-05T00:00:00
