country,nuts_2,cases,deaths,datetime
PL,opolskie,1130,54,2020-07-27T00:00:00
PL,podkarpackie,1188,59,2020-07-27T00:00:00
PL,śląskie,15436,384,2020-07-27T00:00:00
PL,małopolskie,3132,53,2020-07-27T00:00:00
PL,dolnośląskie,3170,152,2020-07-27T00:00:00
PL,warmińsko-mazurskie,338,2,2020-07-27T00:00:00
PL,wielkopolskie,3596,195,2020-07-27T00:00:00
PL,lubuskie,366,8,2020-07-27T00:00:00
PL,łódzkie,3824,203,2020-07-27T00:00:00
PL,mazowieckie,6119,371,2020-07-27T00:00:00
PL,zachodniopomorskie,697,23,2020-07-27T00:00:00
PL,kujawsko-pomorskie,750,50,2020-07-27T00:00:00
PL,pomorskie,832,39,2020-07-27T00:00:00
PL,lubelskie,927,20,2020-07-27T00:00:00
PL,podlaskie,947,18,2020-07-27T00:00:00
PL,świętokrzyskie,950,45,2020-07-27T00:00:00
