country,nuts_2,cases,deaths,datetime
PL,opolskie,1010,53,2020-07-13T00:00:00
PL,śląskie,13870,359,2020-07-13T00:00:00
PL,małopolskie,2086,45,2020-07-13T00:00:00
PL,lubuskie,239,0,2020-07-13T00:00:00
PL,warmińsko-mazurskie,284,1,2020-07-13T00:00:00
PL,dolnośląskie,2975,150,2020-07-13T00:00:00
PL,wielkopolskie,3250,185,2020-07-13T00:00:00
PL,łódzkie,3438,187,2020-07-13T00:00:00
PL,mazowieckie,5449,353,2020-07-13T00:00:00
PL,zachodniopomorskie,637,23,2020-07-13T00:00:00
PL,kujawsko-pomorskie,696,49,2020-07-13T00:00:00
PL,pomorskie,713,38,2020-07-13T00:00:00
PL,lubelskie,822,20,2020-07-13T00:00:00
PL,świętokrzyskie,861,42,2020-07-13T00:00:00
PL,podlaskie,902,16,2020-07-13T00:00:00
PL,podkarpackie,958,55,2020-07-13T00:00:00
