country,nuts_2,cases,deaths,datetime
PL,lubuskie,120,0,2020-06-02T00:00:00
PL,małopolskie,1241,40,2020-06-02T00:00:00
PL,łódzkie,1613,71,2020-06-02T00:00:00
PL,warmińsko-mazurskie,179,1,2020-06-02T00:00:00
PL,wielkopolskie,2188,153,2020-06-02T00:00:00
PL,dolnośląskie,2639,105,2020-06-02T00:00:00
PL,mazowieckie,3660,275,2020-06-02T00:00:00
PL,podkarpackie,387,35,2020-06-02T00:00:00
PL,podlaskie,463,9,2020-06-02T00:00:00
PL,świętokrzyskie,493,22,2020-06-02T00:00:00
PL,lubelskie,495,15,2020-06-02T00:00:00
PL,zachodniopomorskie,541,19,2020-06-02T00:00:00
PL,pomorskie,559,35,2020-06-02T00:00:00
PL,kujawsko-pomorskie,594,47,2020-06-02T00:00:00
PL,opolskie,666,48,2020-06-02T00:00:00
PL,śląskie,8557,217,2020-06-02T00:00:00
