country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,śląskie,200842,2.31,4852,6829,1169,25821,2021-04-30T00:00:00
PL,podlaskie,68004,0.93,2003,1178,118,3368,2021-04-30T00:00:00
PL,lubuskie,72205,1.24,1834,2074,153,4673,2021-04-30T00:00:00
PL,warmińsko-mazurskie,71307,1.0,1746,1865,160,4740,2021-04-30T00:00:00
PL,świętokrzyskie,36583,1.44,1305,1641,222,5283,2021-04-30T00:00:00
PL,podkarpackie,124507,1.02,4110,2985,253,6512,2021-04-30T00:00:00
PL,opolskie,67045,2.76,1876,1811,288,5275,2021-04-30T00:00:00
PL,kujawsko-pomorskie,176789,1.46,4401,2697,325,8596,2021-04-30T00:00:00
PL,lubelskie,122053,1.63,4150,3242,376,9160,2021-04-30T00:00:00
PL,zachodniopomorskie,125411,2.17,2598,2663,422,8356,2021-04-30T00:00:00
PL,pomorskie,187507,1.79,4111,3617,445,9599,2021-04-30T00:00:00
PL,łódzkie,92963,2.14,2834,4111,576,13465,2021-04-30T00:00:00
PL,małopolskie,109662,1.61,2683,4201,593,16013,2021-04-30T00:00:00
PL,dolnośląskie,120119,2.12,2470,4502,683,18311,2021-04-30T00:00:00
PL,wielkopolskie,276051,2.07,6637,4978,804,21202,2021-04-30T00:00:00
PL,mazowieckie,385735,1.48,8648,8809,922,28616,2021-04-30T00:00:00
