country,nuts_2,cases,deaths,datetime
PL,podlaskie,1078,24,2020-08-11T00:00:00
PL,świętokrzyskie,1098,46,2020-08-11T00:00:00
PL,lubelskie,1138,21,2020-08-11T00:00:00
PL,pomorskie,1238,40,2020-08-11T00:00:00
PL,opolskie,1343,58,2020-08-11T00:00:00
PL,podkarpackie,1660,72,2020-08-11T00:00:00
PL,śląskie,18071,417,2020-08-11T00:00:00
PL,dolnośląskie,3528,159,2020-08-11T00:00:00
PL,łódzkie,4351,217,2020-08-11T00:00:00
PL,wielkopolskie,4495,208,2020-08-11T00:00:00
PL,małopolskie,4764,81,2020-08-11T00:00:00
PL,warmińsko-mazurskie,528,3,2020-08-11T00:00:00
PL,lubuskie,552,12,2020-08-11T00:00:00
PL,mazowieckie,7297,390,2020-08-11T00:00:00
PL,zachodniopomorskie,899,23,2020-08-11T00:00:00
PL,kujawsko-pomorskie,921,50,2020-08-11T00:00:00
