country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,podkarpackie,126684,0.0,4449,1861,1,3224,2021-07-08T00:00:00
PL,kujawsko-pomorskie,181176,0.0,4781,1623,3,2948,2021-07-08T00:00:00
PL,lubuskie,74058,0.01,2047,924,1,2446,2021-07-08T00:00:00
PL,warmińsko-mazurskie,2023,0.09,210,1455,25,1879,2021-07-08T00:00:00
PL,mazowieckie,396901,0.03,9440,6088,24,26442,2021-07-08T00:00:00
PL,dolnośląskie,7063,0.01,575,2354,18,9032,2021-07-08T00:00:00
PL,lubelskie,127000,0.01,4517,1947,5,5820,2021-07-08T00:00:00
PL,opolskie,69988,0.03,2053,1003,5,2310,2021-07-08T00:00:00
PL,śląskie,9861,0.01,1262,4430,7,8903,2021-07-08T00:00:00
PL,świętokrzyskie,1969,0.03,351,1181,5,1881,2021-07-08T00:00:00
PL,zachodniopomorskie,130046,0.04,2928,1686,10,3399,2021-07-08T00:00:00
PL,łódzkie,6029,0.03,504,2748,10,7718,2021-07-08T00:00:00
PL,małopolskie,5601,0.02,598,3058,10,6988,2021-07-08T00:00:00
PL,pomorskie,192521,0.03,4479,2474,8,5982,2021-07-08T00:00:00
PL,wielkopolskie,285815,0.02,7366,2709,15,8597,2021-07-08T00:00:00
PL,podlaskie,69964,0.07,2147,904,10,1843,2021-07-08T00:00:00
