country,nuts_2,cases,deaths,datetime
PL,śląskie,111359,1709,2020-11-19T00:00:00
PL,lubuskie,16922,244,2020-11-19T00:00:00
PL,podlaskie,20637,336,2020-11-19T00:00:00
PL,warmińsko-mazurskie,22667,305,2020-11-19T00:00:00
PL,opolskie,23385,481,2020-11-19T00:00:00
PL,świętokrzyskie,25178,442,2020-11-19T00:00:00
PL,zachodniopomorskie,28042,270,2020-11-19T00:00:00
PL,lubelskie,40911,706,2020-11-19T00:00:00
PL,pomorskie,44319,620,2020-11-19T00:00:00
PL,podkarpackie,44651,896,2020-11-19T00:00:00
PL,kujawsko-pomorskie,45056,457,2020-11-19T00:00:00
PL,łódzkie,54337,666,2020-11-19T00:00:00
PL,dolnośląskie,57808,827,2020-11-19T00:00:00
PL,wielkopolskie,80087,1155,2020-11-19T00:00:00
PL,małopolskie,84283,1423,2020-11-19T00:00:00
PL,mazowieckie,97156,1551,2020-11-19T00:00:00
