country,nuts_2,cases,deaths,datetime
PL,małopolskie,1071,35,2020-05-11T00:00:00
PL,łódzkie,1188,40,2020-05-11T00:00:00
PL,warmińsko-mazurskie,162,1,2020-05-11T00:00:00
PL,wielkopolskie,1699,118,2020-05-11T00:00:00
PL,dolnośląskie,2024,72,2020-05-11T00:00:00
PL,mazowieckie,2808,222,2020-05-11T00:00:00
PL,świętokrzyskie,325,12,2020-05-11T00:00:00
PL,podkarpackie,371,29,2020-05-11T00:00:00
PL,śląskie,3779,151,2020-05-11T00:00:00
PL,podlaskie,384,7,2020-05-11T00:00:00
PL,lubelskie,392,14,2020-05-11T00:00:00
PL,zachodniopomorskie,474,16,2020-05-11T00:00:00
PL,pomorskie,485,27,2020-05-11T00:00:00
PL,opolskie,495,35,2020-05-11T00:00:00
PL,kujawsko-pomorskie,577,32,2020-05-11T00:00:00
PL,lubuskie,92,0,2020-05-11T00:00:00
