country,nuts_2,cases,deaths,datetime
PL,zachodniopomorskie,1086,27,2020-08-27T00:00:00
PL,kujawsko-pomorskie,1230,53,2020-08-27T00:00:00
PL,podlaskie,1257,29,2020-08-27T00:00:00
PL,świętokrzyskie,1361,49,2020-08-27T00:00:00
PL,lubelskie,1457,25,2020-08-27T00:00:00
PL,opolskie,1588,60,2020-08-27T00:00:00
PL,śląskie,20132,473,2020-08-27T00:00:00
PL,podkarpackie,2261,81,2020-08-27T00:00:00
PL,pomorskie,2329,44,2020-08-27T00:00:00
PL,dolnośląskie,3965,166,2020-08-27T00:00:00
PL,łódzkie,5157,235,2020-08-27T00:00:00
PL,wielkopolskie,5413,220,2020-08-27T00:00:00
PL,lubuskie,651,14,2020-08-27T00:00:00
PL,małopolskie,6989,122,2020-08-27T00:00:00
PL,warmińsko-mazurskie,835,8,2020-08-27T00:00:00
PL,mazowieckie,8978,404,2020-08-27T00:00:00
