country,nuts_2,cases,deaths,datetime
PL,śląskie,10178,253,2020-06-10T00:00:00
PL,lubuskie,129,0,2020-06-10T00:00:00
PL,małopolskie,1452,40,2020-06-10T00:00:00
PL,warmińsko-mazurskie,181,1,2020-06-10T00:00:00
PL,łódzkie,2167,93,2020-06-10T00:00:00
PL,wielkopolskie,2306,161,2020-06-10T00:00:00
PL,dolnośląskie,2739,124,2020-06-10T00:00:00
PL,mazowieckie,4033,294,2020-06-10T00:00:00
PL,podkarpackie,412,38,2020-06-10T00:00:00
PL,lubelskie,520,16,2020-06-10T00:00:00
PL,podlaskie,550,9,2020-06-10T00:00:00
PL,zachodniopomorskie,565,19,2020-06-10T00:00:00
PL,pomorskie,579,37,2020-06-10T00:00:00
PL,świętokrzyskie,580,25,2020-06-10T00:00:00
PL,kujawsko-pomorskie,606,47,2020-06-10T00:00:00
PL,opolskie,760,49,2020-06-10T00:00:00
