country,nuts_2,cases,deaths,datetime
PL,opolskie,1012,54,2020-07-14T00:00:00
PL,śląskie,13942,365,2020-07-14T00:00:00
PL,małopolskie,2130,46,2020-07-14T00:00:00
PL,lubuskie,245,0,2020-07-14T00:00:00
PL,warmińsko-mazurskie,284,1,2020-07-14T00:00:00
PL,dolnośląskie,2983,151,2020-07-14T00:00:00
PL,wielkopolskie,3302,186,2020-07-14T00:00:00
PL,łódzkie,3457,189,2020-07-14T00:00:00
PL,mazowieckie,5477,353,2020-07-14T00:00:00
PL,zachodniopomorskie,638,23,2020-07-14T00:00:00
PL,kujawsko-pomorskie,702,49,2020-07-14T00:00:00
PL,pomorskie,715,38,2020-07-14T00:00:00
PL,lubelskie,834,20,2020-07-14T00:00:00
PL,świętokrzyskie,863,42,2020-07-14T00:00:00
PL,podlaskie,903,16,2020-07-14T00:00:00
PL,podkarpackie,970,55,2020-07-14T00:00:00
