country,nuts_2,cases,deaths,datetime
PL,mazowieckie,107823,1722,2020-11-23T00:00:00
PL,śląskie,118593,1889,2020-11-23T00:00:00
PL,lubuskie,19107,286,2020-11-23T00:00:00
PL,podlaskie,23606,390,2020-11-23T00:00:00
PL,opolskie,25936,523,2020-11-23T00:00:00
PL,warmińsko-mazurskie,26667,349,2020-11-23T00:00:00
PL,świętokrzyskie,27553,496,2020-11-23T00:00:00
PL,zachodniopomorskie,32344,365,2020-11-23T00:00:00
PL,lubelskie,44881,837,2020-11-23T00:00:00
PL,podkarpackie,47606,1041,2020-11-23T00:00:00
PL,kujawsko-pomorskie,49675,511,2020-11-23T00:00:00
PL,pomorskie,49683,692,2020-11-23T00:00:00
PL,łódzkie,59414,764,2020-11-23T00:00:00
PL,dolnośląskie,63266,936,2020-11-23T00:00:00
PL,wielkopolskie,88839,1312,2020-11-23T00:00:00
PL,małopolskie,91340,1661,2020-11-23T00:00:00
