country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,74072,0.0,2050,870,0,2015,2021-07-22T00:00:00
PL,opolskie,70009,0.0,2055,718,0,2041,2021-07-22T00:00:00
PL,kujawsko-pomorskie,181229,0.0,4785,1397,3,2521,2021-07-22T00:00:00
PL,lubelskie,127089,0.06,4523,1867,12,5049,2021-07-22T00:00:00
PL,mazowieckie,397081,0.03,9451,5215,21,23528,2021-07-22T00:00:00
PL,wielkopolskie,285956,0.05,7374,2420,19,6904,2021-07-22T00:00:00
PL,małopolskie,5720,0.07,601,2823,25,5415,2021-07-22T00:00:00
PL,warmińsko-mazurskie,2054,0.02,212,1331,4,1737,2021-07-22T00:00:00
PL,zachodniopomorskie,130097,0.02,2933,1552,3,3135,2021-07-22T00:00:00
PL,podkarpackie,126732,0.02,4460,1792,7,2913,2021-07-22T00:00:00
PL,świętokrzyskie,1999,0.03,359,1262,4,1648,2021-07-22T00:00:00
PL,łódzkie,6113,0.02,510,2496,6,6660,2021-07-22T00:00:00
PL,podlaskie,70021,0.04,2149,877,8,2194,2021-07-22T00:00:00
PL,pomorskie,192587,0.03,4487,2668,10,4404,2021-07-22T00:00:00
PL,dolnośląskie,7169,0.03,587,2400,11,7622,2021-07-22T00:00:00
PL,śląskie,9963,0.02,1267,4383,10,6556,2021-07-22T00:00:00
