country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,małopolskie,4723,0.29,441,4156,118,5325,2021-05-26T00:00:00
PL,dolnośląskie,6017,0.42,424,4253,154,6320,2021-05-26T00:00:00
PL,mazowieckie,395326,0.27,9247,8338,179,17394,2021-05-26T00:00:00
PL,wielkopolskie,284458,0.42,7184,4517,167,8126,2021-05-26T00:00:00
PL,śląskie,8531,0.41,980,6252,212,7135,2021-05-26T00:00:00
PL,lubuskie,73842,0.22,2005,1449,26,1793,2021-05-26T00:00:00
PL,podkarpackie,126307,0.15,4375,2868,39,2000,2021-05-26T00:00:00
PL,świętokrzyskie,1611,0.27,244,1661,42,1633,2021-05-26T00:00:00
PL,warmińsko-mazurskie,1666,0.23,151,1837,41,1904,2021-05-26T00:00:00
PL,opolskie,69550,0.36,2011,1411,48,2297,2021-05-26T00:00:00
PL,podlaskie,69613,0.34,2108,1312,43,1423,2021-05-26T00:00:00
PL,kujawsko-pomorskie,180661,0.26,4700,2774,55,2869,2021-05-26T00:00:00
PL,lubelskie,126144,0.33,4402,2745,80,3822,2021-05-26T00:00:00
PL,pomorskie,191946,0.3,4399,3839,90,4930,2021-05-26T00:00:00
PL,zachodniopomorskie,129417,0.44,2840,2962,96,3689,2021-05-26T00:00:00
PL,łódzkie,5045,0.38,370,4546,122,6326,2021-05-26T00:00:00
