country,nuts_2,cases,deaths,datetime
PL,świętokrzyskie,1011,45,2020-08-04T00:00:00
PL,podlaskie,1013,22,2020-08-04T00:00:00
PL,lubelskie,1022,21,2020-08-04T00:00:00
PL,opolskie,1214,57,2020-08-04T00:00:00
PL,podkarpackie,1435,62,2020-08-04T00:00:00
PL,śląskie,16940,397,2020-08-04T00:00:00
PL,dolnośląskie,3353,155,2020-08-04T00:00:00
PL,warmińsko-mazurskie,389,2,2020-08-04T00:00:00
PL,małopolskie,3934,71,2020-08-04T00:00:00
PL,wielkopolskie,4044,200,2020-08-04T00:00:00
PL,łódzkie,4094,207,2020-08-04T00:00:00
PL,lubuskie,437,10,2020-08-04T00:00:00
PL,mazowieckie,6685,377,2020-08-04T00:00:00
PL,zachodniopomorskie,776,23,2020-08-04T00:00:00
PL,kujawsko-pomorskie,822,50,2020-08-04T00:00:00
PL,pomorskie,980,39,2020-08-04T00:00:00
