country,nuts_2,cases,deaths,datetime
PL,zachodniopomorskie,1045,27,2020-08-24T00:00:00
PL,kujawsko-pomorskie,1153,52,2020-08-24T00:00:00
PL,podlaskie,1204,29,2020-08-24T00:00:00
PL,świętokrzyskie,1303,49,2020-08-24T00:00:00
PL,lubelskie,1394,24,2020-08-24T00:00:00
PL,opolskie,1545,60,2020-08-24T00:00:00
PL,śląskie,19811,460,2020-08-24T00:00:00
PL,pomorskie,2105,44,2020-08-24T00:00:00
PL,podkarpackie,2120,79,2020-08-24T00:00:00
PL,dolnośląskie,3878,161,2020-08-24T00:00:00
PL,łódzkie,5026,229,2020-08-24T00:00:00
PL,wielkopolskie,5195,218,2020-08-24T00:00:00
PL,lubuskie,629,13,2020-08-24T00:00:00
PL,małopolskie,6497,110,2020-08-24T00:00:00
PL,warmińsko-mazurskie,739,5,2020-08-24T00:00:00
PL,mazowieckie,8666,400,2020-08-24T00:00:00
