country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubelskie,128395,0.57,4550,2259,134,5897,2021-09-16T00:00:00
PL,świętokrzyskie,2300,0.11,375,1238,15,1492,2021-09-16T00:00:00
PL,opolskie,70330,0.18,2059,946,20,1628,2021-09-16T00:00:00
PL,lubuskie,74322,0.19,2059,1004,19,2197,2021-09-16T00:00:00
PL,warmińsko-mazurskie,2495,0.14,223,1382,22,1665,2021-09-16T00:00:00
PL,kujawsko-pomorskie,181760,0.1,4800,1867,27,2492,2021-09-16T00:00:00
PL,podlaskie,70702,0.26,2158,1120,34,1962,2021-09-16T00:00:00
PL,pomorskie,193446,0.15,4500,2292,37,4099,2021-09-16T00:00:00
PL,wielkopolskie,286797,0.1,7391,2387,40,5841,2021-09-16T00:00:00
PL,łódzkie,6976,0.16,530,2798,41,6042,2021-09-16T00:00:00
PL,podkarpackie,127691,0.22,4473,2318,59,2271,2021-09-16T00:00:00
PL,zachodniopomorskie,130891,0.3,2942,2081,57,3249,2021-09-16T00:00:00
PL,śląskie,11112,0.12,1288,4671,63,5314,2021-09-16T00:00:00
PL,małopolskie,7274,0.16,616,3060,60,4519,2021-09-16T00:00:00
PL,dolnośląskie,8065,0.22,597,2524,89,6155,2021-09-16T00:00:00
PL,mazowieckie,399045,0.17,9473,6187,107,24557,2021-09-16T00:00:00
