country,nuts_2,cases,deaths,datetime
PL,zachodniopomorskie,1057,27,2020-08-25T00:00:00
PL,kujawsko-pomorskie,1183,53,2020-08-25T00:00:00
PL,podlaskie,1232,29,2020-08-25T00:00:00
PL,świętokrzyskie,1323,49,2020-08-25T00:00:00
PL,lubelskie,1423,24,2020-08-25T00:00:00
PL,opolskie,1555,60,2020-08-25T00:00:00
PL,śląskie,19900,465,2020-08-25T00:00:00
PL,podkarpackie,2179,79,2020-08-25T00:00:00
PL,pomorskie,2198,44,2020-08-25T00:00:00
PL,dolnośląskie,3922,162,2020-08-25T00:00:00
PL,łódzkie,5076,231,2020-08-25T00:00:00
PL,wielkopolskie,5227,220,2020-08-25T00:00:00
PL,lubuskie,635,13,2020-08-25T00:00:00
PL,małopolskie,6638,113,2020-08-25T00:00:00
PL,warmińsko-mazurskie,760,7,2020-08-25T00:00:00
PL,mazowieckie,8765,401,2020-08-25T00:00:00
