country,nuts_2,cases,deaths,datetime
PL,łódzkie,11595,321,2020-10-16T00:00:00
PL,wielkopolskie,13581,402,2020-10-16T00:00:00
PL,małopolskie,20821,305,2020-10-16T00:00:00
PL,mazowieckie,21642,530,2020-10-16T00:00:00
PL,lubuskie,2263,28,2020-10-16T00:00:00
PL,śląskie,28361,651,2020-10-16T00:00:00
PL,warmińsko-mazurskie,3287,47,2020-10-16T00:00:00
PL,zachodniopomorskie,3884,45,2020-10-16T00:00:00
PL,podlaskie,3957,78,2020-10-16T00:00:00
PL,opolskie,4286,113,2020-10-16T00:00:00
PL,świętokrzyskie,4638,96,2020-10-16T00:00:00
PL,lubelskie,5858,103,2020-10-16T00:00:00
PL,kujawsko-pomorskie,6935,113,2020-10-16T00:00:00
PL,podkarpackie,8225,231,2020-10-16T00:00:00
PL,dolnośląskie,8511,215,2020-10-16T00:00:00
PL,pomorskie,9764,162,2020-10-16T00:00:00
