country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,mazowieckie,196123,1.86,5032,8019,1121,29605,2021-02-12T00:00:00
PL,świętokrzyskie,5732,1.07,340,1455,157,2166,2021-02-12T00:00:00
PL,lubuskie,39248,2.19,1045,1543,261,4787,2021-02-12T00:00:00
PL,łódzkie,20671,1.02,1132,2571,298,8807,2021-02-12T00:00:00
PL,małopolskie,14288,0.74,656,2884,273,7212,2021-02-12T00:00:00
PL,podlaskie,43330,2.26,1194,1269,289,4914,2021-02-12T00:00:00
PL,lubelskie,78752,1.5,2704,2392,349,6647,2021-02-12T00:00:00
PL,zachodniopomorskie,82245,1.87,1702,2191,358,8082,2021-02-12T00:00:00
PL,podkarpackie,68927,1.54,2277,2202,371,6110,2021-02-12T00:00:00
PL,dolnośląskie,18987,1.38,732,3456,441,8191,2021-02-12T00:00:00
PL,kujawsko-pomorskie,110796,2.47,2574,3206,570,11055,2021-02-12T00:00:00
PL,śląskie,28071,1.16,1157,4724,584,10845,2021-02-12T00:00:00
PL,warmińsko-mazurskie,23543,3.76,757,1877,556,9786,2021-02-12T00:00:00
PL,wielkopolskie,159100,1.53,4206,3966,579,14617,2021-02-12T00:00:00
PL,pomorskie,108657,2.48,2479,3457,635,14092,2021-02-12T00:00:00
PL,opolskie,41993,0.87,1261,808,95,2692,2021-02-12T00:00:00
