country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,zachodniopomorskie,130313,0.06,2935,1827,14,2083,2021-08-24T00:00:00
PL,łódzkie,6368,0.05,513,3271,15,4461,2021-08-24T00:00:00
PL,podkarpackie,127069,0.07,4465,2772,20,1751,2021-08-24T00:00:00
PL,dolnośląskie,7477,0.06,593,2853,20,5686,2021-08-24T00:00:00
PL,małopolskie,6386,0.07,606,3513,26,3706,2021-08-24T00:00:00
PL,pomorskie,192918,0.1,4492,2630,28,3544,2021-08-24T00:00:00
PL,śląskie,10476,0.06,1279,5012,32,5082,2021-08-24T00:00:00
PL,opolskie,70138,0.03,2057,1148,4,1363,2021-08-24T00:00:00
PL,świętokrzyskie,2124,0.02,362,1288,3,825,2021-08-24T00:00:00
PL,lubuskie,74168,0.04,2053,1145,5,1595,2021-08-24T00:00:00
PL,mazowieckie,397811,0.08,9459,5675,51,17047,2021-08-24T00:00:00
PL,warmińsko-mazurskie,2227,0.04,218,1575,8,1149,2021-08-24T00:00:00
PL,wielkopolskie,286266,0.02,7385,2736,8,5281,2021-08-24T00:00:00
PL,kujawsko-pomorskie,181442,0.04,4793,1927,10,1695,2021-08-24T00:00:00
PL,podlaskie,70261,0.07,2153,1322,10,1245,2021-08-24T00:00:00
PL,lubelskie,127418,0.04,4533,2416,13,2602,2021-08-24T00:00:00
