country,nuts_2,cases,deaths,datetime
PL,śląskie,11583,288,2020-06-19T00:00:00
PL,lubuskie,149,0,2020-06-19T00:00:00
PL,małopolskie,1577,41,2020-06-19T00:00:00
PL,warmińsko-mazurskie,212,1,2020-06-19T00:00:00
PL,wielkopolskie,2440,167,2020-06-19T00:00:00
PL,łódzkie,2743,133,2020-06-19T00:00:00
PL,dolnośląskie,2838,135,2020-06-19T00:00:00
PL,mazowieckie,4635,310,2020-06-19T00:00:00
PL,podkarpackie,529,45,2020-06-19T00:00:00
PL,lubelskie,576,17,2020-06-19T00:00:00
PL,zachodniopomorskie,595,20,2020-06-19T00:00:00
PL,pomorskie,601,38,2020-06-19T00:00:00
PL,kujawsko-pomorskie,644,49,2020-06-19T00:00:00
PL,podlaskie,673,10,2020-06-19T00:00:00
PL,świętokrzyskie,687,30,2020-06-19T00:00:00
PL,opolskie,834,50,2020-06-19T00:00:00
