country,nuts_2,cases,deaths,datetime
PL,mazowieckie,10281,423,2020-09-12T00:00:00
PL,warmińsko-mazurskie,1062,9,2020-09-12T00:00:00
PL,zachodniopomorskie,1240,28,2020-09-12T00:00:00
PL,podlaskie,1446,33,2020-09-12T00:00:00
PL,kujawsko-pomorskie,1586,55,2020-09-12T00:00:00
PL,świętokrzyskie,1622,53,2020-09-12T00:00:00
PL,opolskie,1792,66,2020-09-12T00:00:00
PL,lubelskie,1828,30,2020-09-12T00:00:00
PL,śląskie,21126,512,2020-09-12T00:00:00
PL,podkarpackie,2885,95,2020-09-12T00:00:00
PL,pomorskie,3026,50,2020-09-12T00:00:00
PL,dolnośląskie,4356,171,2020-09-12T00:00:00
PL,łódzkie,5612,245,2020-09-12T00:00:00
PL,wielkopolskie,6280,239,2020-09-12T00:00:00
PL,lubuskie,780,17,2020-09-12T00:00:00
PL,małopolskie,8728,156,2020-09-12T00:00:00
