country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,3406,0.33,396,696,49,2238,2021-10-25T00:00:00
PL,warmińsko-mazurskie,4882,0.46,254,632,81,6663,2021-10-25T00:00:00
PL,łódzkie,10698,0.42,593,1388,112,8698,2021-10-25T00:00:00
PL,małopolskie,11272,0.41,681,1878,151,7724,2021-10-25T00:00:00
PL,dolnośląskie,11431,0.42,630,1286,133,8296,2021-10-25T00:00:00
PL,śląskie,14846,0.37,1351,2681,188,7784,2021-10-25T00:00:00
PL,opolskie,71319,0.4,2088,433,42,2888,2021-10-25T00:00:00
PL,lubuskie,75319,0.2,2068,512,22,3792,2021-10-25T00:00:00
PL,podlaskie,77458,2.15,2229,1067,272,12994,2021-10-25T00:00:00
PL,podkarpackie,131554,0.83,4544,1742,195,6786,2021-10-25T00:00:00
PL,zachodniopomorskie,135047,1.05,2979,1346,210,8964,2021-10-25T00:00:00
PL,lubelskie,143851,2.43,4737,1903,538,24103,2021-10-25T00:00:00
PL,kujawsko-pomorskie,184233,0.48,4848,1036,105,5568,2021-10-25T00:00:00
PL,pomorskie,196789,0.68,4522,1652,173,9596,2021-10-25T00:00:00
PL,wielkopolskie,289998,0.29,7442,1489,111,10136,2021-10-25T00:00:00
PL,mazowieckie,412972,1.36,9578,4537,812,39271,2021-10-25T00:00:00
