country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,mazowieckie,188261,2.08,4625,6973,1256,29923,2021-02-03T00:00:00
PL,opolskie,41168,1.26,1205,1026,135,2923,2021-02-03T00:00:00
PL,lubuskie,37580,1.94,973,1329,213,4338,2021-02-03T00:00:00
PL,podkarpackie,66772,1.08,2192,2050,260,4752,2021-02-03T00:00:00
PL,podlaskie,41360,2.01,1109,1268,263,4527,2021-02-03T00:00:00
PL,lubelskie,76405,1.54,2489,2359,357,6149,2021-02-03T00:00:00
PL,małopolskie,12002,1.04,548,3010,382,7534,2021-02-03T00:00:00
PL,zachodniopomorskie,79815,2.23,1577,2161,402,8498,2021-02-03T00:00:00
PL,dolnośląskie,16330,1.35,627,3419,484,9695,2021-02-03T00:00:00
PL,łódzkie,18214,1.6,977,3190,446,9599,2021-02-03T00:00:00
PL,kujawsko-pomorskie,106460,2.09,2324,2867,459,10344,2021-02-03T00:00:00
PL,warmińsko-mazurskie,19817,3.24,654,1770,478,7310,2021-02-03T00:00:00
PL,wielkopolskie,154936,1.67,3961,3865,632,14917,2021-02-03T00:00:00
PL,pomorskie,103873,2.76,2234,3605,691,12978,2021-02-03T00:00:00
PL,śląskie,23782,1.56,982,4642,776,11522,2021-02-03T00:00:00
PL,świętokrzyskie,4667,0.77,248,1269,111,2235,2021-02-03T00:00:00
