country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,mazowieckie,399520,0.2,9477,6045,130,27060,2021-09-21T00:00:00
PL,lubelskie,128855,0.52,4554,2670,124,6498,2021-09-21T00:00:00
PL,lubuskie,74381,0.13,2059,1019,19,2340,2021-09-21T00:00:00
PL,wielkopolskie,286962,0.08,7392,2763,50,6190,2021-09-21T00:00:00
PL,podkarpackie,127896,0.15,4477,2685,39,2360,2021-09-21T00:00:00
PL,warmińsko-mazurskie,2593,0.23,223,1641,38,1984,2021-09-21T00:00:00
PL,dolnośląskie,8239,0.12,598,2869,53,6301,2021-09-21T00:00:00
PL,zachodniopomorskie,131091,0.22,2944,2196,53,3623,2021-09-21T00:00:00
PL,pomorskie,193590,0.16,4502,2746,39,4478,2021-09-21T00:00:00
PL,kujawsko-pomorskie,181868,0.21,4802,2317,47,2645,2021-09-21T00:00:00
PL,śląskie,11303,0.1,1289,4959,51,5484,2021-09-21T00:00:00
PL,podlaskie,70874,0.41,2160,1194,54,2137,2021-09-21T00:00:00
PL,małopolskie,7513,0.16,624,3412,59,4404,2021-09-21T00:00:00
PL,świętokrzyskie,2346,0.05,375,1305,8,1517,2021-09-21T00:00:00
PL,łódzkie,7202,0.3,537,3509,81,7202,2021-09-21T00:00:00
PL,opolskie,70383,0.08,2059,1028,9,1850,2021-09-21T00:00:00
