country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,74043,0.0,2041,555,1,1360,2021-06-27T00:00:00
PL,podlaskie,69929,0.0,2146,610,0,979,2021-06-27T00:00:00
PL,warmińsko-mazurskie,1973,0.0,203,655,0,904,2021-06-27T00:00:00
PL,opolskie,69966,0.01,2051,592,2,1288,2021-06-27T00:00:00
PL,świętokrzyskie,1930,0.01,341,997,1,2484,2021-06-27T00:00:00
PL,wielkopolskie,285708,0.03,7355,2067,12,4432,2021-06-27T00:00:00
PL,dolnośląskie,6986,0.01,558,1483,4,4333,2021-06-27T00:00:00
PL,pomorskie,192470,0.01,4470,2141,3,3175,2021-06-27T00:00:00
PL,zachodniopomorskie,129996,0.02,2924,1149,3,1791,2021-06-27T00:00:00
PL,kujawsko-pomorskie,181126,0.02,4773,1125,4,1441,2021-06-27T00:00:00
PL,małopolskie,5537,0.01,574,2933,5,3552,2021-06-27T00:00:00
PL,podkarpackie,126656,0.02,4446,1630,12,1674,2021-06-27T00:00:00
PL,śląskie,9778,0.01,1250,3231,13,4196,2021-06-27T00:00:00
PL,lubelskie,126950,0.04,4507,1179,10,3729,2021-06-27T00:00:00
PL,łódzkie,5957,0.04,491,1928,16,5066,2021-06-27T00:00:00
PL,mazowieckie,396763,0.02,9425,4635,15,20143,2021-06-27T00:00:00
