country,nuts_2,cases,deaths,datetime
PL,opolskie,1044,54,2020-07-21T00:00:00
PL,podkarpackie,1105,56,2020-07-21T00:00:00
PL,śląskie,14558,375,2020-07-21T00:00:00
PL,małopolskie,2596,49,2020-07-21T00:00:00
PL,warmińsko-mazurskie,307,2,2020-07-21T00:00:00
PL,dolnośląskie,3076,152,2020-07-21T00:00:00
PL,lubuskie,328,1,2020-07-21T00:00:00
PL,wielkopolskie,3476,190,2020-07-21T00:00:00
PL,łódzkie,3657,196,2020-07-21T00:00:00
PL,mazowieckie,5763,369,2020-07-21T00:00:00
PL,zachodniopomorskie,667,23,2020-07-21T00:00:00
PL,kujawsko-pomorskie,724,49,2020-07-21T00:00:00
PL,pomorskie,761,39,2020-07-21T00:00:00
PL,lubelskie,884,20,2020-07-21T00:00:00
PL,podlaskie,917,16,2020-07-21T00:00:00
PL,świętokrzyskie,919,45,2020-07-21T00:00:00
