country,nuts_2,cases,deaths,datetime
PL,śląskie,10102,252,2020-06-09T00:00:00
PL,lubuskie,129,0,2020-06-09T00:00:00
PL,małopolskie,1432,40,2020-06-09T00:00:00
PL,warmińsko-mazurskie,181,1,2020-06-09T00:00:00
PL,łódzkie,2129,86,2020-06-09T00:00:00
PL,wielkopolskie,2300,158,2020-06-09T00:00:00
PL,dolnośląskie,2736,122,2020-06-09T00:00:00
PL,mazowieckie,4033,285,2020-06-09T00:00:00
PL,podkarpackie,407,38,2020-06-09T00:00:00
PL,lubelskie,519,16,2020-06-09T00:00:00
PL,podlaskie,539,9,2020-06-09T00:00:00
PL,zachodniopomorskie,560,19,2020-06-09T00:00:00
PL,świętokrzyskie,569,24,2020-06-09T00:00:00
PL,pomorskie,574,37,2020-06-09T00:00:00
PL,kujawsko-pomorskie,603,47,2020-06-09T00:00:00
PL,opolskie,747,49,2020-06-09T00:00:00
