country,nuts_2,cases,deaths,datetime
PL,wielkopolskie,10782,362,2020-10-11T00:00:00
PL,małopolskie,15688,240,2020-10-11T00:00:00
PL,lubuskie,1616,21,2020-10-11T00:00:00
PL,mazowieckie,17244,492,2020-10-11T00:00:00
PL,śląskie,25547,602,2020-10-11T00:00:00
PL,warmińsko-mazurskie,2567,36,2020-10-11T00:00:00
PL,zachodniopomorskie,2954,39,2020-10-11T00:00:00
PL,podlaskie,3130,63,2020-10-11T00:00:00
PL,opolskie,3156,101,2020-10-11T00:00:00
PL,świętokrzyskie,3478,74,2020-10-11T00:00:00
PL,lubelskie,4461,75,2020-10-11T00:00:00
PL,kujawsko-pomorskie,5192,97,2020-10-11T00:00:00
PL,podkarpackie,6198,177,2020-10-11T00:00:00
PL,dolnośląskie,6832,197,2020-10-11T00:00:00
PL,pomorskie,7813,124,2020-10-11T00:00:00
PL,łódzkie,9158,304,2020-10-11T00:00:00
