country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,małopolskie,4291,0.38,385,4021,155,6592,2021-05-21T00:00:00
PL,łódzkie,4605,0.55,328,3925,165,7743,2021-05-21T00:00:00
PL,dolnośląskie,5522,0.56,376,4188,196,8239,2021-05-21T00:00:00
PL,wielkopolskie,283825,0.55,7119,4310,214,10450,2021-05-21T00:00:00
PL,śląskie,7866,0.44,870,6334,257,9642,2021-05-21T00:00:00
PL,mazowieckie,394628,0.41,9173,9148,267,20464,2021-05-21T00:00:00
PL,lubuskie,73743,0.35,1997,1454,38,2191,2021-05-21T00:00:00
PL,podlaskie,69475,0.32,2090,1283,47,2093,2021-05-21T00:00:00
PL,świętokrzyskie,1467,0.34,218,1339,52,2159,2021-05-21T00:00:00
PL,podkarpackie,126196,0.21,4351,2865,59,2461,2021-05-21T00:00:00
PL,warmińsko-mazurskie,1533,0.31,121,1740,51,2253,2021-05-21T00:00:00
PL,opolskie,69370,0.57,1998,1555,69,2976,2021-05-21T00:00:00
PL,kujawsko-pomorskie,180409,0.39,4681,2507,86,3708,2021-05-21T00:00:00
PL,lubelskie,125827,0.4,4373,2673,98,5368,2021-05-21T00:00:00
PL,zachodniopomorskie,129116,0.54,2820,2483,106,4823,2021-05-21T00:00:00
PL,pomorskie,191651,0.4,4367,3450,103,5604,2021-05-21T00:00:00
