country,nuts_2,cases,deaths,datetime
PL,lubuskie,81,,2020-04-16T00:00:00
PL,warmińsko-mazurskie,129,1,2020-04-16T00:00:00
PL,świętokrzyskie,175,3,2020-04-16T00:00:00
PL,pomorskie,181,2,2020-04-16T00:00:00
PL,zachodniopomorskie,223,2,2020-04-16T00:00:00
PL,opolskie,230,10,2020-04-16T00:00:00
PL,podkarpackie,246,15,2020-04-16T00:00:00
PL,podlaskie,278,3,2020-04-16T00:00:00
PL,lubelskie,279,10,2020-04-16T00:00:00
PL,kujawsko-pomorskie,367,13,2020-04-16T00:00:00
PL,małopolskie,575,15,2020-04-16T00:00:00
PL,łódzkie,590,9,2020-04-16T00:00:00
PL,dolnośląskie,819,28,2020-04-16T00:00:00
PL,wielkopolskie,829,45,2020-04-16T00:00:00
PL,śląskie,1070,63,2020-04-16T00:00:00
PL,mazowieckie,1846,95,2020-04-16T00:00:00
