country,nuts_2,cases,deaths,datetime
PL,lubuskie,85,,2020-04-24T00:00:00
PL,warmińsko-mazurskie,146,1,2020-04-24T00:00:00
PL,świętokrzyskie,254,6,2020-04-24T00:00:00
PL,pomorskie,257,3,2020-04-24T00:00:00
PL,podkarpackie,288,16,2020-04-24T00:00:00
PL,zachodniopomorskie,336,6,2020-04-24T00:00:00
PL,lubelskie,342,10,2020-04-24T00:00:00
PL,podlaskie,344,4,2020-04-24T00:00:00
PL,opolskie,345,21,2020-04-24T00:00:00
PL,kujawsko-pomorskie,471,24,2020-04-24T00:00:00
PL,małopolskie,788,25,2020-04-24T00:00:00
PL,łódzkie,813,20,2020-04-24T00:00:00
PL,dolnośląskie,1235,37,2020-04-24T00:00:00
PL,wielkopolskie,1236,72,2020-04-24T00:00:00
PL,śląskie,1746,89,2020-04-24T00:00:00
PL,mazowieckie,2206,160,2020-04-24T00:00:00
