country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,69011,1.19,1978,1445,138,3723,2021-05-15T00:00:00
PL,zachodniopomorskie,128499,0.75,2774,2616,162,5405,2021-05-15T00:00:00
PL,kujawsko-pomorskie,179872,0.7,4636,2496,149,4839,2021-05-15T00:00:00
PL,lubelskie,125209,0.77,4327,2689,177,6555,2021-05-15T00:00:00
PL,pomorskie,190956,0.81,4317,3705,206,6919,2021-05-15T00:00:00
PL,małopolskie,3436,0.7,304,4605,255,8367,2021-05-15T00:00:00
PL,łódzkie,3742,0.99,259,3788,274,8944,2021-05-15T00:00:00
PL,dolnośląskie,4431,0.99,287,4530,325,10174,2021-05-15T00:00:00
PL,wielkopolskie,282605,0.85,7049,4278,324,12485,2021-05-15T00:00:00
PL,śląskie,6469,0.71,624,5698,369,12696,2021-05-15T00:00:00
PL,podkarpackie,125923,0.18,4310,2404,47,3055,2021-05-15T00:00:00
PL,mazowieckie,393278,0.7,9068,8766,438,22434,2021-05-15T00:00:00
PL,podlaskie,69148,0.59,2073,1346,77,2189,2021-05-15T00:00:00
PL,warmińsko-mazurskie,1251,0.51,75,1586,90,2666,2021-05-15T00:00:00
PL,lubuskie,73525,0.84,1962,1550,94,2723,2021-05-15T00:00:00
PL,świętokrzyskie,1183,0.8,143,1491,105,2516,2021-05-15T00:00:00
