country,nuts_2,cases,deaths,datetime
PL,śląskie,106982,1623,2020-11-18T00:00:00
PL,lubuskie,16281,212,2020-11-18T00:00:00
PL,podlaskie,20120,314,2020-11-18T00:00:00
PL,warmińsko-mazurskie,21642,282,2020-11-18T00:00:00
PL,opolskie,22703,462,2020-11-18T00:00:00
PL,świętokrzyskie,24233,431,2020-11-18T00:00:00
PL,zachodniopomorskie,26857,262,2020-11-18T00:00:00
PL,lubelskie,39803,674,2020-11-18T00:00:00
PL,pomorskie,42820,583,2020-11-18T00:00:00
PL,podkarpackie,43555,845,2020-11-18T00:00:00
PL,kujawsko-pomorskie,44116,422,2020-11-18T00:00:00
PL,łódzkie,53049,634,2020-11-18T00:00:00
PL,dolnośląskie,56000,787,2020-11-18T00:00:00
PL,wielkopolskie,77934,1101,2020-11-18T00:00:00
PL,małopolskie,82613,1344,2020-11-18T00:00:00
PL,mazowieckie,94115,1475,2020-11-18T00:00:00
