country,nuts_2,cases,deaths,datetime
PL,opolskie,1003,53,2020-07-11T00:00:00
PL,śląskie,13748,355,2020-07-11T00:00:00
PL,lubuskie,186,0,2020-07-11T00:00:00
PL,małopolskie,2019,45,2020-07-11T00:00:00
PL,warmińsko-mazurskie,282,1,2020-07-11T00:00:00
PL,dolnośląskie,2972,150,2020-07-11T00:00:00
PL,wielkopolskie,3136,183,2020-07-11T00:00:00
PL,łódzkie,3391,187,2020-07-11T00:00:00
PL,mazowieckie,5369,352,2020-07-11T00:00:00
PL,zachodniopomorskie,635,23,2020-07-11T00:00:00
PL,kujawsko-pomorskie,696,49,2020-07-11T00:00:00
PL,pomorskie,706,38,2020-07-11T00:00:00
PL,lubelskie,774,20,2020-07-11T00:00:00
PL,podkarpackie,850,55,2020-07-11T00:00:00
PL,świętokrzyskie,855,41,2020-07-11T00:00:00
PL,podlaskie,899,16,2020-07-11T00:00:00
