country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,67667,1.06,1896,1678,123,3719,2021-05-05T00:00:00
PL,świętokrzyskie,161,0.85,14,1438,120,3487,2021-05-05T00:00:00
PL,warmińsko-mazurskie,159,0.73,16,1823,111,3392,2021-05-05T00:00:00
PL,podkarpackie,125014,0.52,4160,2758,141,4215,2021-05-05T00:00:00
PL,pomorskie,188562,0.64,4153,2989,180,7394,2021-05-05T00:00:00
PL,kujawsko-pomorskie,177786,1.04,4488,3312,244,6365,2021-05-05T00:00:00
PL,zachodniopomorskie,126466,1.46,2636,2755,276,6499,2021-05-05T00:00:00
PL,małopolskie,498,0.83,66,4294,314,11607,2021-05-05T00:00:00
PL,lubelskie,123053,1.42,4197,2802,333,6938,2021-05-05T00:00:00
PL,wielkopolskie,278062,1.05,6717,4037,411,14738,2021-05-05T00:00:00
PL,łódzkie,555,1.52,18,4329,425,9527,2021-05-05T00:00:00
PL,dolnośląskie,584,1.39,15,4796,464,12922,2021-05-05T00:00:00
PL,mazowieckie,388219,0.85,8732,7885,603,21798,2021-05-05T00:00:00
PL,śląskie,852,1.11,49,6096,602,17686,2021-05-05T00:00:00
PL,podlaskie,68304,0.54,2018,1175,81,2520,2021-05-05T00:00:00
PL,lubuskie,72615,0.7,1867,1717,83,3452,2021-05-05T00:00:00
