country,nuts_2,cases,deaths,datetime
PL,śląskie,102326,1502,2020-11-16T00:00:00
PL,lubuskie,15400,196,2020-11-16T00:00:00
PL,podlaskie,19128,285,2020-11-16T00:00:00
PL,warmińsko-mazurskie,20391,238,2020-11-16T00:00:00
PL,opolskie,21110,420,2020-11-16T00:00:00
PL,świętokrzyskie,22739,388,2020-11-16T00:00:00
PL,zachodniopomorskie,24520,232,2020-11-16T00:00:00
PL,lubelskie,37882,615,2020-11-16T00:00:00
PL,pomorskie,40182,525,2020-11-16T00:00:00
PL,podkarpackie,42227,763,2020-11-16T00:00:00
PL,kujawsko-pomorskie,42524,385,2020-11-16T00:00:00
PL,łódzkie,50799,605,2020-11-16T00:00:00
PL,dolnośląskie,51491,715,2020-11-16T00:00:00
PL,wielkopolskie,75285,1014,2020-11-16T00:00:00
PL,małopolskie,79281,1232,2020-11-16T00:00:00
PL,mazowieckie,88503,1376,2020-11-16T00:00:00
