country,nuts_2,cases,deaths,datetime
PL,mazowieckie,11495,437,2020-09-23T00:00:00
PL,warmińsko-mazurskie,1277,12,2020-09-23T00:00:00
PL,zachodniopomorskie,1458,30,2020-09-23T00:00:00
PL,podlaskie,1648,40,2020-09-23T00:00:00
PL,świętokrzyskie,1843,55,2020-09-23T00:00:00
PL,kujawsko-pomorskie,1894,64,2020-09-23T00:00:00
PL,opolskie,2149,74,2020-09-23T00:00:00
PL,śląskie,21814,530,2020-09-23T00:00:00
PL,lubelskie,2236,35,2020-09-23T00:00:00
PL,podkarpackie,3344,117,2020-09-23T00:00:00
PL,pomorskie,3866,58,2020-09-23T00:00:00
PL,dolnośląskie,4780,173,2020-09-23T00:00:00
PL,łódzkie,6163,262,2020-09-23T00:00:00
PL,wielkopolskie,6954,258,2020-09-23T00:00:00
PL,lubuskie,877,17,2020-09-23T00:00:00
PL,małopolskie,9875,182,2020-09-23T00:00:00
