country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,małopolskie,92474,3.16,1902,5647,1149,31853,2021-04-12T00:00:00
PL,wielkopolskie,254648,3.21,5740,4617,1232,40581,2021-04-12T00:00:00
PL,dolnośląskie,100200,4.19,1841,4381,1276,32648,2021-04-12T00:00:00
PL,podlaskie,64160,1.42,1798,1036,175,6381,2021-04-12T00:00:00
PL,mazowieckie,359274,3.33,7566,8181,1969,57228,2021-04-12T00:00:00
PL,śląskie,168468,4.06,3383,6614,1941,53145,2021-04-12T00:00:00
PL,warmińsko-mazurskie,66113,1.62,1539,1259,246,8825,2021-04-12T00:00:00
PL,opolskie,61399,2.99,1684,1879,308,8248,2021-04-12T00:00:00
PL,lubuskie,67506,2.92,1587,1803,325,9270,2021-04-12T00:00:00
PL,lubelskie,112720,1.7,3763,1871,390,14035,2021-04-12T00:00:00
PL,świętokrzyskie,30531,3.02,963,1792,403,10726,2021-04-12T00:00:00
PL,zachodniopomorskie,116415,2.86,2290,2593,542,12874,2021-04-12T00:00:00
PL,kujawsko-pomorskie,166496,2.53,3851,2094,556,16554,2021-04-12T00:00:00
PL,podkarpackie,117601,2.93,3505,2906,683,17265,2021-04-12T00:00:00
PL,łódzkie,78005,2.95,2192,3174,791,23379,2021-04-12T00:00:00
PL,pomorskie,177539,3.1,3638,3827,793,19557,2021-04-12T00:00:00
