country,nuts_2,cases,deaths,datetime
PL,śląskie,11246,272,2020-06-16T00:00:00
PL,lubuskie,133,0,2020-06-16T00:00:00
PL,małopolskie,1529,40,2020-06-16T00:00:00
PL,warmińsko-mazurskie,192,1,2020-06-16T00:00:00
PL,wielkopolskie,2408,166,2020-06-16T00:00:00
PL,łódzkie,2541,113,2020-06-16T00:00:00
PL,dolnośląskie,2778,129,2020-06-16T00:00:00
PL,mazowieckie,4450,303,2020-06-16T00:00:00
PL,podkarpackie,485,40,2020-06-16T00:00:00
PL,lubelskie,553,16,2020-06-16T00:00:00
PL,zachodniopomorskie,588,20,2020-06-16T00:00:00
PL,pomorskie,590,38,2020-06-16T00:00:00
PL,kujawsko-pomorskie,627,49,2020-06-16T00:00:00
PL,podlaskie,628,9,2020-06-16T00:00:00
PL,świętokrzyskie,636,26,2020-06-16T00:00:00
PL,opolskie,811,50,2020-06-16T00:00:00
