country,nuts_2,cases,deaths,datetime
PL,mazowieckie,10939,432,2020-09-19T00:00:00
PL,warmińsko-mazurskie,1188,10,2020-09-19T00:00:00
PL,zachodniopomorskie,1378,30,2020-09-19T00:00:00
PL,podlaskie,1571,38,2020-09-19T00:00:00
PL,świętokrzyskie,1760,54,2020-09-19T00:00:00
PL,kujawsko-pomorskie,1780,59,2020-09-19T00:00:00
PL,opolskie,1943,72,2020-09-19T00:00:00
PL,lubelskie,2086,33,2020-09-19T00:00:00
PL,śląskie,21541,524,2020-09-19T00:00:00
PL,podkarpackie,3170,109,2020-09-19T00:00:00
PL,pomorskie,3524,54,2020-09-19T00:00:00
PL,dolnośląskie,4633,173,2020-09-19T00:00:00
PL,łódzkie,5881,256,2020-09-19T00:00:00
PL,wielkopolskie,6667,251,2020-09-19T00:00:00
PL,lubuskie,827,17,2020-09-19T00:00:00
PL,małopolskie,9442,170,2020-09-19T00:00:00
