country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,2088,0.01,361,727,2,934,2021-08-16T00:00:00
PL,pomorskie,192803,0.06,4491,1748,14,3607,2021-08-16T00:00:00
PL,dolnośląskie,7384,0.05,590,1589,19,5910,2021-08-16T00:00:00
PL,lubelskie,127341,0.01,4531,1116,2,2686,2021-08-16T00:00:00
PL,mazowieckie,397572,0.04,9455,3025,22,18584,2021-08-16T00:00:00
PL,wielkopolskie,286176,0.07,7385,1533,28,5339,2021-08-16T00:00:00
PL,podlaskie,70181,0.03,2153,588,3,1254,2021-08-16T00:00:00
PL,zachodniopomorskie,130239,0.02,2935,994,3,2107,2021-08-16T00:00:00
PL,kujawsko-pomorskie,181376,0.02,4791,1022,5,1843,2021-08-16T00:00:00
PL,małopolskie,6205,0.01,603,2762,5,3779,2021-08-16T00:00:00
PL,opolskie,70088,0.04,2057,576,4,1575,2021-08-16T00:00:00
PL,warmińsko-mazurskie,2175,0.03,215,729,4,1195,2021-08-16T00:00:00
PL,lubuskie,74148,0.05,2053,553,5,1572,2021-08-16T00:00:00
PL,łódzkie,6273,0.03,513,1387,9,4910,2021-08-16T00:00:00
PL,podkarpackie,126952,0.03,4465,1496,9,1812,2021-08-16T00:00:00
PL,śląskie,10329,0.02,1273,2773,10,5264,2021-08-16T00:00:00
