country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,4070,1.58,412,1449,206,3630,2021-10-30T00:00:00
PL,warmińsko-mazurskie,6524,2.44,274,2428,364,15433,2021-10-30T00:00:00
PL,małopolskie,13158,1.47,709,3830,527,13308,2021-10-30T00:00:00
PL,łódzkie,13175,2.53,638,4529,677,17375,2021-10-30T00:00:00
PL,dolnośląskie,13455,1.77,647,3854,571,15548,2021-10-30T00:00:00
PL,śląskie,17269,1.38,1397,5016,674,15377,2021-10-30T00:00:00
PL,opolskie,71920,1.59,2092,1175,165,4619,2021-10-30T00:00:00
PL,lubuskie,75956,1.66,2070,1342,186,5645,2021-10-30T00:00:00
PL,podlaskie,81044,5.9,2273,2277,747,24279,2021-10-30T00:00:00
PL,podkarpackie,133373,1.89,4571,2937,427,12363,2021-10-30T00:00:00
PL,zachodniopomorskie,137122,2.83,2992,2628,528,16521,2021-10-30T00:00:00
PL,lubelskie,151612,7.84,4883,5723,1747,39899,2021-10-30T00:00:00
PL,kujawsko-pomorskie,185807,1.88,4870,2761,429,11668,2021-10-30T00:00:00
PL,pomorskie,198797,2.02,4536,3467,503,16489,2021-10-30T00:00:00
PL,wielkopolskie,291940,1.34,7466,3344,505,17610,2021-10-30T00:00:00
PL,mazowieckie,421508,3.7,9654,10730,2195,68881,2021-10-30T00:00:00
