country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,42552,1.63,1311,1329,174,2499,2021-02-18T00:00:00
PL,mazowieckie,202544,3.01,5222,8680,1792,30338,2021-02-18T00:00:00
PL,świętokrzyskie,6442,1.63,368,1507,221,2313,2021-02-18T00:00:00
PL,podlaskie,44651,2.25,1247,1380,292,5098,2021-02-18T00:00:00
PL,łódzkie,22431,1.27,1192,2955,348,8549,2021-02-18T00:00:00
PL,lubelskie,80241,1.55,2778,2388,343,6280,2021-02-18T00:00:00
PL,lubuskie,40561,3.8,1085,1775,404,5043,2021-02-18T00:00:00
PL,małopolskie,16137,1.25,723,3169,451,7566,2021-02-18T00:00:00
PL,zachodniopomorskie,84006,2.53,1747,2440,464,7925,2021-02-18T00:00:00
PL,podkarpackie,70804,2.29,2337,2636,546,7237,2021-02-18T00:00:00
PL,dolnośląskie,21057,1.88,785,3907,578,7954,2021-02-18T00:00:00
PL,wielkopolskie,162121,2.03,4289,4011,757,13433,2021-02-18T00:00:00
PL,śląskie,31207,1.61,1259,5866,796,11984,2021-02-18T00:00:00
PL,kujawsko-pomorskie,113642,3.68,2667,3556,823,10455,2021-02-18T00:00:00
PL,warmińsko-mazurskie,26592,5.45,802,2257,803,12186,2021-02-18T00:00:00
PL,pomorskie,112122,3.44,2591,3514,852,15047,2021-02-18T00:00:00
