country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,180242,0.5,4665,2733,112,3900,2021-05-19T00:00:00
PL,pomorskie,191419,0.48,4347,3506,130,5627,2021-05-19T00:00:00
PL,lubelskie,125641,0.65,4352,2823,157,5189,2021-05-19T00:00:00
PL,zachodniopomorskie,128900,0.81,2801,2787,153,4566,2021-05-19T00:00:00
PL,małopolskie,3990,0.53,353,4067,190,6933,2021-05-19T00:00:00
PL,łódzkie,4324,0.8,295,4488,234,8072,2021-05-19T00:00:00
PL,dolnośląskie,5153,0.77,349,4362,255,8221,2021-05-19T00:00:00
PL,mazowieckie,394171,0.5,9114,8932,319,20615,2021-05-19T00:00:00
PL,wielkopolskie,283360,0.8,7084,5045,298,10486,2021-05-19T00:00:00
PL,śląskie,7428,0.7,788,6085,357,10191,2021-05-19T00:00:00
PL,lubuskie,73669,0.38,1979,1458,40,2270,2021-05-19T00:00:00
PL,podkarpackie,126099,0.19,4332,2918,63,2593,2021-05-19T00:00:00
PL,świętokrzyskie,1362,0.44,185,1551,62,2194,2021-05-19T00:00:00
PL,warmińsko-mazurskie,1441,0.49,108,1817,80,2257,2021-05-19T00:00:00
PL,opolskie,69241,0.79,1990,1272,84,2996,2021-05-19T00:00:00
PL,podlaskie,69369,0.73,2084,1483,90,2038,2021-05-19T00:00:00
