country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubelskie,129152,0.69,4559,2584,153,6855,2021-09-23T00:00:00
PL,mazowieckie,399822,0.29,9479,6063,169,26587,2021-09-23T00:00:00
PL,opolskie,70415,0.2,2059,932,27,1853,2021-09-23T00:00:00
PL,lubuskie,74422,0.3,2059,1143,31,2290,2021-09-23T00:00:00
PL,pomorskie,193669,0.17,4503,2381,42,4416,2021-09-23T00:00:00
PL,warmińsko-mazurskie,2676,0.28,224,1420,45,1937,2021-09-23T00:00:00
PL,podlaskie,70967,0.35,2161,1102,46,2217,2021-09-23T00:00:00
PL,wielkopolskie,287055,0.12,7398,2750,50,6275,2021-09-23T00:00:00
PL,łódzkie,7322,0.18,539,2766,50,7143,2021-09-23T00:00:00
PL,kujawsko-pomorskie,181928,0.21,4804,1806,55,2595,2021-09-23T00:00:00
PL,śląskie,11416,0.13,1290,4539,74,5558,2021-09-23T00:00:00
PL,dolnośląskie,8351,0.22,600,2783,74,6384,2021-09-23T00:00:00
PL,podkarpackie,128008,0.31,4477,2537,80,2351,2021-09-23T00:00:00
PL,zachodniopomorskie,131221,0.41,2950,1923,75,3661,2021-09-23T00:00:00
PL,świętokrzyskie,2360,0.07,377,1123,10,1473,2021-09-23T00:00:00
PL,małopolskie,7666,0.28,627,3295,105,4487,2021-09-23T00:00:00
