country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,183071,0.53,4838,2096,115,3854,2021-10-16T00:00:00
PL,podkarpackie,129811,0.51,4528,2523,118,4792,2021-10-16T00:00:00
PL,pomorskie,195360,0.55,4521,2390,139,7078,2021-10-16T00:00:00
PL,dolnośląskie,9945,0.46,622,2706,155,6341,2021-10-16T00:00:00
PL,łódzkie,9188,0.62,576,2789,176,8877,2021-10-16T00:00:00
PL,wielkopolskie,288626,0.43,7426,2832,164,7733,2021-10-16T00:00:00
PL,zachodniopomorskie,133359,0.92,2969,1988,182,6299,2021-10-16T00:00:00
PL,śląskie,13222,0.35,1331,4336,177,6255,2021-10-16T00:00:00
PL,małopolskie,9788,0.64,665,3010,232,5554,2021-10-16T00:00:00
PL,podlaskie,74383,2.88,2199,1605,367,9962,2021-10-16T00:00:00
PL,opolskie,70838,0.35,2079,850,37,2296,2021-10-16T00:00:00
PL,lubuskie,74889,0.39,2061,1052,45,2523,2021-10-16T00:00:00
PL,świętokrzyskie,2848,0.41,388,1216,60,1573,2021-10-16T00:00:00
PL,mazowieckie,406271,1.05,9547,6775,646,29090,2021-10-16T00:00:00
PL,lubelskie,136726,3.68,4688,3705,828,17680,2021-10-16T00:00:00
PL,warmińsko-mazurskie,3880,0.6,241,1505,96,3940,2021-10-16T00:00:00
