country,nuts_2,cases,deaths,datetime
PL,opolskie,1085,54,2020-07-23T00:00:00
PL,podkarpackie,1142,57,2020-07-23T00:00:00
PL,śląskie,14781,379,2020-07-23T00:00:00
PL,małopolskie,2721,49,2020-07-23T00:00:00
PL,dolnośląskie,3101,152,2020-07-23T00:00:00
PL,warmińsko-mazurskie,326,2,2020-07-23T00:00:00
PL,lubuskie,341,3,2020-07-23T00:00:00
PL,wielkopolskie,3513,191,2020-07-23T00:00:00
PL,łódzkie,3723,201,2020-07-23T00:00:00
PL,mazowieckie,5913,370,2020-07-23T00:00:00
PL,zachodniopomorskie,683,23,2020-07-23T00:00:00
PL,kujawsko-pomorskie,727,50,2020-07-23T00:00:00
PL,pomorskie,778,39,2020-07-23T00:00:00
PL,lubelskie,892,20,2020-07-23T00:00:00
PL,podlaskie,924,16,2020-07-23T00:00:00
PL,świętokrzyskie,930,45,2020-07-23T00:00:00
